Z_SCORE_AMOUNT_ANOMALY,GEO_VELOCITY_IMPOSSIBLE_TRAVEL,POISSON_VELOCITY_ANOMALY,CIRCULAR_TIME_ANOMALY,DAILY_VOLUME_SPIKE,TRANSFER_PURPOSE_ANOMALY,GRAPH_DROPPER_NETWORK,GRAPH_CYCLE_DETECTED,SHARED_ATTRIBUTE_ANOMALY,GRAPH_PAGERANK_ANOMALY,GRAPH_FAN_OUT_SMURFING,is_fraud
0.0,37132.1726029336,1.0,0.0,184.28,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,12.535603485679522,1.0,0.0,9890.17,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,27.82,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,14618.965897656524,1.0,0.0,389.57,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.728590773209948,1.0,0.0,295.72,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,14.87,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,108950.49603253616,1.0,0.0,7.46,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,110.19,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,3.2788750306610313,1.0,0.0,1755.0400000000002,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,418.5793603032178,1.0,0.0,56.019999999999996,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,6.39224344056511,1.0,0.0,786.01,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,44.2,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,5.93,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,23149.291564586863,1.0,0.0,122.46,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.773603094227843,1.0,0.0,41.39,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,34840.73085566722,1.0,0.0,1325.24,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.5351989957501591,1.0,0.0,10214.57,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,54714.41443968248,1.0,0.0,589.88,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,6.65,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,6.131950629034492,1.0,0.0,1301.2,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0903655027084955,1.0,0.0,33.629999999999995,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,49467.42841738849,1.0,0.0,133.54999999999998,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,0.0,1.0,0.0,15.98,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.7271266756659494,1.0,0.0,125.14,0.0,1.0,0.0,1.0,0.0,3.0,0
0.0,2.5001817756999354,1.0,0.0,1362.43,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,25034.93135802638,1.0,0.0,9.66,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.0578922022020163,1.0,0.0,23.66,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,273.38,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,21788.36631828468,1.0,0.0,4184.38,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.6431888153131995,1.0,0.0,199.55,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.6286801846766643,1.0,0.0,55.129999999999995,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.8332683878299544,1.0,0.0,23.84,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,37945.48940222307,1.0,0.0,14.94,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,4.81,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0077945665075625,1.0,0.0,1798.39,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,296.34,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,22318.165770793614,1.0,0.0,150.24,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.7967769612403777,1.0,0.0,607.63,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,3.9137051723396254,1.0,0.0,16.13,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,48254.91473675439,1.0,0.0,33.44,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.7684082418514822,1.0,0.0,91.9,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,2.0003974716902695,1.0,0.0,159.18,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.9097910607824393,1.0,0.0,640.99,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,48521.460962321245,1.0,0.0,5.14,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,41640.88543449722,1.0,0.0,948.5699999999999,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.9764556940158593,1.0,0.0,21.36,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.9151906451927798,1.0,0.0,47.49999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,21887.961183237134,1.0,0.0,357.45,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.5692916213462877,1.0,0.0,795.66,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,32331.58077734846,1.0,0.0,146.37,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,4992579.654547556,1.0,0.0,572.56,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,54.22,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.7187486908251675,1.0,0.0,2344.5099999999998,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,30.02,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,54068.248835668026,1.0,0.0,101.05,0.0,1.0,0.0,1.0,0.6655298844957628,1.0,0
0.0,21.224942393812597,1.0,0.0,143.01,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.8990527745663938,1.0,0.0,455.95,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,33844.38140931429,1.0,0.0,2599.84,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,13476.593164342377,1.0,0.0,9.5,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,484.83,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,47910.660661350594,1.0,0.0,1301.98,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,28514.040643009725,1.0,0.0,6.98,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,128.86,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,4.96,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,51380.54862627059,1.0,0.0,14.5,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,52861.12445334692,1.0,0.0,14172.1,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,15.454182096507026,1.0,0.0,1309.7,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,19.08,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,15073.063610232608,1.0,0.0,64.69,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,29423.842763886536,1.0,0.0,185.48,0.0,2.0,0.0,1.0,1.2312543921912351,2.0,0
0.0,22.142629973203107,1.0,0.0,1339.5900000000001,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,28867.723975817466,1.0,0.0,2598.98,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7.97920471971079,1.0,0.0,143.76000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,55.80608864757681,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.22484133006021106,1.0,0.0,40.269999999999996,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,6.96,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,16815.478263559875,1.0,0.0,111.97,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,397.78,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.48239975504129784,1.0,0.0,293.8,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,33.66,0.0,1.0,0.0,1.0,0.0,1.0,0
1.4142135623730947,1.688312835384777,1.0,0.0,1323.84,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7.530506732371784,1.0,0.0,10652.189999999999,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,39128.968760833515,1.0,0.0,31.84,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.771107840743153,1.0,0.0,176.27999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.6381400139184579,1.0,0.0,209.76000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,1.4282128644467995,1.0,0.0,140.47,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,3.69,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,335.74,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,21.22,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,5.55,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,2305.88,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.3175765573367837,1.0,0.0,504.38,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,53335.18421377936,1.0,0.0,245.74,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,18.64,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,6.26,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,343.6047018036752,1.0,0.0,4847.086088647577,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.1412973067150858,1.0,0.0,2351.56,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,894.24,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,18337207.012026727,1.0,0.0,490.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.1399447843928342,1.0,0.0,234.82,0.0,1.0,0.0,1.0,0.0,3.0,0
0.0,0.0,1.0,0.0,261.62,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.7122267332405487,1.0,0.0,47.59,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.16120624306330586,1.0,0.0,530.28,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,74070.20723031691,1.0,0.0,486.87,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,76.23,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,2.92,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,11.908678039307542,1.0,0.0,491.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,28829.303561710898,1.0,0.0,16.53,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,38523.11456897822,1.0,0.0,45.59,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,0.6411066711771759,1.0,0.0,1431.1200000000001,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,6.22,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,51472.74490828971,1.0,0.0,212.47,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.4135215428060446,1.0,0.0,496.71,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,10.001553900117855,1.0,0.0,300.42,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,28.01,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,3503.31,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,24.18,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,522.4,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,65415.747278107316,1.0,0.0,211.97,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,37411.87623755602,1.0,0.0,477.48,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,8.78,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,13.42,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,146.89,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.225581746724376,1.0,0.0,22.64,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4000258.2888676804,1.0,0.0,17.78,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,2987.49,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,300.81,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.1579729133602066,1.0,0.0,48.44,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,338.8190120987887,1.0,0.0,4876.256088647577,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.36421300680839275,1.0,0.0,263.98,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,119.17,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,117.25,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,159.68,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,3.629651294338933,1.0,0.0,621.78,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,12.02,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.9824174820523228,1.0,0.0,2835.76,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.9356963847256805,1.0,0.0,4861.03,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,353.54,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,5.319862238856015,1.0,0.0,64.1,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,38004.233792386265,1.0,0.0,13.86,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,5071092.538616754,1.0,0.0,357.82,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.46223927394425196,1.0,0.0,110.71,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.7838825752402606,1.0,0.0,26.62,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,1.930399980806617,1.0,0.0,196.07999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,107.08523001224255,1.0,0.0,729.5,0.0,2.0,0.0,1.0,0.0,1.0,0
0.0,41471.228646272546,1.0,0.0,9.6,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.9003062430107414,1.0,0.0,34.55,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,404.5,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,269.57,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,2.4928621306863423,1.0,0.0,1080.76,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,10.66,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,17.951727595326634,1.0,0.0,44.269999999999996,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,1.9784894438877705,1.0,0.0,180.68,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.052870827052897,1.0,0.0,5100.83,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.934292543664787,1.0,0.0,344.58000000000004,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,34479.69960130864,1.0,0.0,19.78,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.5900920353606398,1.0,0.0,288.71,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,49.37,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,15.58,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7.411123402368535,1.0,0.0,266.98,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,6.94,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,27298.489816018617,1.0,0.0,16.67,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,6.66,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.750278358087091,1.0,0.0,85.62,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.4771589826510205,1.0,0.0,1328.98,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,132.55,0.0,2.0,0.0,1.0,1.7120477413419484,1.0,0
0.0,0.7800436843177264,1.0,0.0,190.22,0.0,3.0,0.0,1.0,1.2227480127388257,2.0,0
0.0,9.029836298840353,1.0,0.0,89.41,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,17.835649807606956,1.0,0.0,40.25,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,12.82,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0706557442063809,1.0,0.0,26.12,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,15.68,0.0,2.0,0.0,1.0,0.0,1.0,0
0.0,2343.8161145367326,1.0,0.0,121.42,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7852.364742379941,1.0,0.0,364.52,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1716.51,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,5.283731131068348,1.0,0.0,1142.94,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.7272440054824718,1.0,0.0,145.4,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,0.0,1.0,0.0,12.82,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,747.11,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,47.16,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,1.142613176846518,1.0,0.0,932.1,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,40.4657553668787,1.0,0.0,928.53,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,484.56,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7.075227338365508,1.0,0.0,1152.18,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1395.06,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,39.78,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,43414.69720933772,1.0,0.0,14.06,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.055543897743337,1.0,0.0,336.42,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,7.1808823752922795,1.0,0.0,203.8,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,10.39,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.366309039632239,1.0,0.0,2316.59,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.375838798772738,1.0,0.0,5475.6,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.5103251017841903,1.0,0.0,493.4,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.47824682774078003,1.0,0.0,75.92,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,29.663617414247934,1.0,0.0,922.1200000000001,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.2849027275347929,1.0,0.0,557.07,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.1742127486322076,1.0,0.0,1186.48,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.509811377331891,1.0,0.0,173.29,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,37233.114568953046,1.0,0.0,20.51,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.596412862488847,1.0,0.0,5409.92,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.5743249958077516,1.0,0.0,275.57,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,4380247.326797786,1.0,0.0,9.12,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.603100446676227,1.0,0.0,949.9300000000001,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,7.7,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,46.27,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.981750942577289,1.0,0.0,5024.49,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,18405.026475560073,1.0,0.0,253.3,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7.5774012660884065,1.0,0.0,1480.06,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1760.42,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,1.825879129427779,1.0,0.0,139.84,0.0,1.0,0.0,1.0,0.0,2.0,0
0.0,0.0,1.0,0.0,933.78,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,6.142507840440804,1.0,0.0,53.87,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.4917708736986498,1.0,0.0,936.5899999999999,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.14412546566202442,1.0,0.0,1342.42,0.0,1.0,0.0,1.0,0.0,2.0,1
0.0,0.0,1.0,0.0,285.98,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.5306076640456642,1.0,0.0,45.86,25.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,376.41,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,7.117884432777247,1.0,0.0,128.42000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,29135.86113297897,1.0,0.0,1189.84,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1782.55,0.0,1.0,0.0,1.0,0.0,2.0,1
0.0,0.0,1.0,0.0,13.99,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,614.86,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,6190.739280464486,1.0,0.0,1294.92,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,56730.39108868747,1.0,0.0,148.82,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,8421.24,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,146.08983389204326,1.0,0.0,154.79,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.5528921639781972,1.0,0.0,62.15,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,976.64,0.0,2.0,0.0,1.0,1.6211676457093493,1.0,1
0.0,0.0,1.0,0.0,1782.55,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,15975.199626246316,1.0,0.0,1760.42,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,1.4568115769137329,1.0,0.0,18.85,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,22.07,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.8172267893231528,1.0,0.0,198.73999999999998,0.0,3.0,0.0,1.0,1.793641769003061,1.0,0
0.0,8.223857826085563,1.0,0.0,527.62,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,45681.03498736891,1.0,0.0,20.1,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,976.64,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,1.8344066215563049,1.0,0.0,287.27,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,49654.351682331806,1.0,0.0,15.73,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.1003784298446249,1.0,0.0,139.3,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,976.64,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,0.0,1.0,0.0,933.78,0.0,1.0,0.0,1.0,0.6643434117603969,1.0,1
0.0,19.16094722543502,1.0,0.0,348.94,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,3.6714221986215527,1.0,0.0,1836.4199999999998,0.0,3.0,1.0,1.0,1.6211676457093493,2.0,1
0.0,0.0,1.0,0.0,933.78,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,16430.26123125369,1.0,0.0,82.8,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,366.6661642642244,1.0,0.0,242.96,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,976.64,0.0,1.0,0.0,1.0,2.042177798256954,2.0,1
0.0,0.24986970699708225,1.0,0.0,2612.46,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,72.28,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,0.756906280924007,1.0,0.0,321.64,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1294.92,0.0,1.0,0.0,1.0,0.0,1.0,1
0.0,0.3145432204091264,1.0,0.0,658.31,0.0,2.0,0.0,1.0,0.0,1.0,0
