transaction_id,client_id,amount_usd,mcc_code,transfer_purpose,receiver_id,terminal_lat,terminal_lon,ip_address,device_id,timestamp,is_fraud,scenario
0a082a58-1c2d-40e6-8e26-b9edbef8a0f0,USER_262,17.89,5411,,,41.31417141942155,69.25598059467504,108.13.78.52,62d25a30,2026-04-05 00:24:57.748778,0,Normal
fd83fa39-464d-4dfc-9d53-c24c96ba5475,USER_394,43.09,,FAMILY,USER_409,41.366470995368665,69.19965631565822,240.6.236.206,8cfc43ce,2026-04-05 00:25:57.748778,1,Organic Dropper Network
cf245354-86d9-492f-b9d1-3fd154a9acb6,USER_280,184.28,4511,,,41.3069551008051,69.31475034358864,253.235.76.62,0ad1c7d2,2026-04-05 00:27:57.748778,0,Normal
3bcaec8c-1724-4633-a451-c4a9ac5048b4,USER_129,7.47,5814,,,41.288201421384535,69.22549559181714,43.149.159.155,e9671d6a,2026-04-05 00:30:57.748778,0,Normal
f5472a35-5db4-4c1b-aaed-64720983f406,USER_097,9.76,,ME2ME,USER_292,41.48859228735073,69.2788457477961,141.157.96.19,de10ebb6,2026-04-05 00:31:57.748778,0,Normal
268e3431-749e-486b-8dd3-04d6813182f9,USER_194,344.82,5732,,,41.28641002263207,69.26903628074791,14.113.141.40,ec06cd1b,2026-04-05 00:33:57.748778,0,Normal
ef2f514b-5667-4a2a-b9e4-bd76e1c51133,USER_399,38.22,5411,,,41.27526520002273,69.26290339179937,11.53.36.5,3e1a3913,2026-04-05 00:34:57.748778,0,Normal
2164520d-05ef-4900-b6e6-1b68b2691d63,USER_108,27.82,5411,,,41.4045336794456,69.18059351242223,253.206.50.137,7052d39e,2026-04-05 00:38:57.748778,0,Normal
f807ba1b-89d8-4471-b1dd-db4766898503,USER_471,389.57,5732,,,41.350255270022444,69.19816545875163,102.117.26.73,5aae0210,2026-04-05 00:40:57.748778,0,Normal
22921a81-9e3e-43bd-b8a6-822911f86be3,USER_209,12.09,5411,,,41.25208835331273,69.12272339443095,90.187.248.2,71f3d997,2026-04-05 00:44:57.748778,0,Normal
3cabb11e-dc7e-4d52-a798-1eaf753c887d,USER_428,82.35,,DEBT_PAYOFF,USER_499,41.41189226769269,69.21162916137132,67.98.133.36,0dbadaba,2026-04-05 00:44:57.748778,0,Normal
d5b449f5-13fc-4850-8f54-f8f34969c35b,USER_343,5.22,,INVESTMENT,USER_548,41.297555786937906,69.20816477049726,100.57.152.13,5b26934c,2026-04-05 00:47:57.748778,0,Normal
df62d9c9-b056-46e5-a81b-dd02bbc5eba8,USER_348,27.54,5411,,,41.400098424435505,69.26129221049754,115.93.163.247,aed4b37f,2026-04-05 00:49:57.748778,0,Normal
414c0d5f-dd42-4cbd-a33a-ca0679b8465a,USER_207,14.87,5411,,,41.27482000180039,69.25227377869973,218.192.146.140,555df9a9,2026-04-05 00:49:57.748778,0,Normal
9b0ff096-936a-4f57-b66b-68772097aaef,USER_146,7.46,5814,,,41.15102332828765,69.20910254659039,29.177.203.146,8d1d5ad8,2026-04-05 00:58:57.748778,0,Normal
e9810620-1e55-4b2d-8d9c-40637b48d852,USER_055,110.19,,FAMILY,USER_332,41.31839997872805,69.32685455988614,125.65.199.233,6b53dc5d,2026-04-05 01:00:57.748778,0,Normal
18403a3c-42e5-44a7-b69b-2ecf9a840e7d,USER_385,6.64,5814,,,41.25786185849709,69.27535156825087,131.131.194.169,1f39abc2,2026-04-05 01:01:57.748778,0,Normal
c678008f-e1a5-47dd-a329-db855242b3ee,USER_280,601.73,4511,,,41.276472498058986,69.2778629525268,253.235.76.62,0ad1c7d2,2026-04-05 01:10:57.748778,0,Normal
632311d2-8a4d-4aef-b30b-169c5c1a04a1,USER_247,46.44,,ME2ME,USER_368,43.52522499245201,74.15412752358054,89.215.118.138,4d8496c1,2026-04-05 01:14:57.748778,0,Normal
1696f477-fb36-464c-8de4-3e33aefa7d3b,USER_056,44.2,5732,,,41.35779442292807,69.23126240890537,254.87.112.132,c1f4b4af,2026-04-05 01:21:57.748778,0,Normal
952e29a7-bd01-46fd-8675-916e1a857656,USER_042,5.93,5814,,,41.32830991999924,69.16785407004029,178.100.232.208,8741327a,2026-04-05 01:32:57.748778,0,Normal
5508f793-b0f6-4f27-a0cc-23c84b93d5ca,USER_108,13.57,5411,,,41.44137548644526,69.15512015736095,253.206.50.137,7052d39e,2026-04-05 01:36:57.748778,0,Normal
918f792b-5d04-44dc-8755-c6b59f918b25,USER_302,122.46,4511,,,41.325436956799024,69.17760191200017,132.244.184.232,b18834c7,2026-04-05 01:40:57.748778,0,Normal
4eaa5ce2-c17f-4bbd-8911-f9b3b8b4c48f,USER_241,1325.24,5732,,,41.329998357600466,69.23603372083014,209.48.167.11,c931993b,2026-04-05 01:42:57.748778,0,Normal
689aa9d8-69a7-4405-a5d7-3ed1efdbb505,USER_097,324.4,4511,,,41.48530744757886,69.28531740096841,141.157.96.19,de10ebb6,2026-04-05 01:44:57.748778,0,Normal
69235417-67f5-4b7a-b737-03584475cd76,USER_197,589.88,5732,,,41.23051670454625,69.18879744513366,88.109.12.128,8d5d4edd,2026-04-05 01:46:57.748778,0,Normal
ef70e214-cadb-4204-88d7-dc94d6423eed,USER_314,6.65,5814,,,41.32771723729336,69.22813707301903,11.70.227.73,178e3bee,2026-04-05 01:47:57.748778,0,Normal
d094a36e-ad2f-416f-bcdc-7138e4caf322,USER_545,42.48,,ME2ME,USER_162,41.351963394575634,69.3023856687269,60.157.1.194,b0ee3f97,2026-04-05 01:49:57.748778,0,Normal
794ff1f2-b40a-44a7-a9a7-4b19b02d574c,USER_055,1191.01,5732,,,41.26942240224627,69.33754122904048,125.65.199.233,6b53dc5d,2026-04-05 01:54:57.748778,0,Normal
1651eda2-3d9b-4a90-bd7f-2f7d51de4ca3,USER_224,12.7,5814,,,41.3371353174534,69.2849403228512,79.183.192.142,dc10963a,2026-04-05 01:59:57.748778,0,Normal
bd72f935-e86f-4030-b781-369c91526274,USER_396,15.98,5411,,,41.303930472034416,69.18902049279201,69.37.149.133,c33c42a6,2026-04-05 02:09:57.748778,0,Normal
600d84a4-b689-4475-a3cf-7d5678f3775c,USER_394,82.05,,ME2ME,USER_591,41.343933457548644,69.22051081430243,240.6.236.206,8cfc43ce,2026-04-05 02:11:57.748778,0,Normal
ee74cb6c-dea7-4b42-aa8b-c6f8fa791d76,USER_241,37.19,5411,,,41.340924959121175,69.24128822556585,209.48.167.11,c931993b,2026-04-05 02:13:57.748778,0,Normal
8ae1bfc6-ad7f-4ef9-b91c-223c7fd768c5,USER_562,9.66,5814,,,41.39352818505737,69.24714733676997,252.181.138.241,d48d9c5e,2026-04-05 02:13:57.748778,0,Normal
f1a060ab-d9ac-4ba1-b4ab-b27f93d11745,USER_209,11.57,5814,,,41.27072325466849,69.15064747179784,90.187.248.2,71f3d997,2026-04-05 02:15:57.748778,0,Normal
5d5a9270-99bb-4c79-9943-a80bbc885d6b,USER_134,273.38,5732,,,41.33214005727084,69.29550604629218,12.106.79.146,7853a78c,2026-04-05 02:20:57.748778,0,Normal
21ecb32e-d20e-45ca-9087-8c2981d8d268,USER_303,4184.38,5732,,,41.36788962797185,69.31975867639946,159.124.121.84,3234ce91,2026-04-05 02:50:57.748778,0,Normal
9b44eb10-962c-430d-beaf-9564e9e2d31b,USER_314,192.9,4511,,,41.34269992955332,69.2008945100568,11.70.227.73,f0d1c944,2026-04-05 02:51:57.748778,0,Normal
e5276595-0e36-4aa2-a2ad-f11a3d5a6c3a,USER_129,10.55,5814,,,41.3001300961642,69.2371426732248,43.149.159.155,e9671d6a,2026-04-05 03:07:57.748778,0,Normal
4dff16ca-4c96-4129-8c6b-cd044f2c9661,USER_262,5.95,5814,,,41.294967321869876,69.24649700809029,108.13.78.52,62d25a30,2026-04-05 03:08:57.748778,0,Normal
6c10bd99-391a-498e-bcff-a3c0a9549899,USER_445,14.94,5411,,,41.24727234595832,69.26865770423474,179.87.227.150,24389dfd,2026-04-05 03:10:57.748778,0,Normal
a7949f70-8878-4a5e-959d-bd147759d5e0,USER_518,4.81,5814,,,41.31979335025775,69.2558493865284,248.38.116.77,b60dad96,2026-04-05 03:20:57.748778,0,Normal
0dcae016-4aed-4878-85c8-56299babf2b9,USER_385,43.35,,PURCHASE,USER_176,41.23644937125114,69.28044273880309,131.131.194.169,1f39abc2,2026-04-05 03:25:57.748778,0,Normal
e9f53ddf-70b1-464e-ace9-597a7e86fae3,USER_509,296.34,5732,,,41.22901734406235,69.26203392157962,168.32.151.159,7f037f31,2026-04-05 03:31:57.748778,0,Normal
abcf1141-735e-44e7-9ad8-f8b78a6a56c2,USER_096,150.24,5732,,,41.303158523063345,69.2770755031338,95.121.207.161,efba97ba,2026-04-05 03:33:57.748778,0,Normal
2865e4c8-8ffd-424e-b8b0-b567a4f607ef,USER_056,563.43,4511,,,41.354054764969156,69.2524826303813,254.87.112.132,c1f4b4af,2026-04-05 03:38:57.748778,0,Normal
c9e36847-eabb-4f44-ad18-5f8664f3347b,USER_518,11.32,5814,,,41.33084277603541,69.24697026325178,248.38.116.77,b60dad96,2026-04-05 03:42:57.748778,0,Normal
c307b135-3f62-4934-8535-de16ae61696e,USER_031,33.44,5411,,,41.332590135526004,69.2730740630614,175.208.228.9,be4d2063,2026-04-05 03:56:57.748778,0,Normal
bb1f7ad2-cba3-4baa-908f-56d071b810c4,USER_396,75.92,,ME2ME,USER_231,41.289785308411155,69.18798731229442,69.37.149.133,c33c42a6,2026-04-05 04:12:57.748778,0,Normal
0c903d97-a67a-4195-a11c-a096d635f535,USER_096,8.94,5814,,,41.29489399869312,69.26042659741913,95.121.207.161,efba97ba,2026-04-05 04:23:57.748778,0,Normal
f080c20e-e5b6-4094-a146-355aaa02fd86,USER_197,51.11,5411,,,41.28123748491955,69.12253714673818,88.109.12.128,8d5d4edd,2026-04-05 04:29:57.748778,0,Normal
c2fad275-b406-4e6e-bb34-2d378153aa1d,USER_040,5.14,5814,,,41.23565131587361,69.32708224988141,44.21.114.180,e2120403,2026-04-05 04:37:57.748778,0,Normal
e5f35ae8-2682-417e-9049-b4b33e0e1adc,USER_114,286.65,4511,,,41.325906932213485,69.27592996201327,77.13.234.1,23e3c7ec,2026-04-05 04:47:57.748778,0,Normal
d3d73340-936f-4a64-95b5-b055c0fe0539,USER_518,5.23,5814,,,41.34102057519026,69.26920412154875,248.38.116.77,b60dad96,2026-04-05 04:48:57.748778,0,Normal
c15ed4d0-67b2-4767-81a5-3d7f4e2d79b8,USER_224,13.87,5814,,,41.31530127831529,69.27255913398636,79.183.192.142,dc10963a,2026-04-05 04:52:57.748778,0,Normal
eb84d43a-aaa5-4ece-ae2c-cc2944baf7a5,USER_192,357.45,5732,,,41.354570979415605,69.12540014332708,30.131.110.194,c03a3c6c,2026-04-05 05:04:57.748778,0,Normal
792bc5b9-de34-44ca-8794-6c8f4f0b5252,USER_280,9.65,5814,,,41.325870522049776,69.24021363110927,253.235.76.62,0ad1c7d2,2026-04-05 05:12:57.748778,0,Normal
311d9b90-168b-4fd3-b5fd-ac6d38cb4918,USER_374,146.37,,ME2ME,USER_501,41.330388402780486,69.27133507525299,148.36.35.76,594ebfe4,2026-04-05 05:14:57.748778,0,Normal
ec6414e1-1123-434c-a675-0f6ebf943440,USER_402,572.56,4511,,,44.79625333528857,73.2339640257314,13.122.177.62,c02c337d,2026-04-05 05:18:57.748778,0,Normal
58eb5ebd-ac27-459d-9c17-697f9f481424,USER_560,27.11,5411,,,41.30309330000323,69.28296091151282,171.44.253.1,dab2f50a,2026-04-05 05:20:57.748778,0,Normal
52372305-3441-44a8-a235-87a3ce29e7cd,USER_192,1987.06,5732,,,41.358529490466225,69.14739108807377,30.131.110.194,c03a3c6c,2026-04-05 05:28:57.748778,0,Normal
17d73c60-1fe3-43cb-8885-e2f06d0f5f5a,USER_550,30.02,5411,,,41.30524309527578,69.31220895118574,37.255.140.231,2f9f5a55,2026-04-05 05:34:57.748778,0,Normal
deef56f6-7ba8-4885-bead-f58c3f4e6997,USER_571,101.05,,DEBT_PAYOFF,USER_394,41.237899116646474,69.3579662671518,213.194.162.242,540e38a0,2026-04-05 05:34:57.748778,0,Normal
0b8525e8-f949-4210-b401-46ebe728cc32,USER_571,41.96,5411,,,41.24280828439428,69.352583346233,213.194.162.242,540e38a0,2026-04-05 05:36:57.748778,0,Normal
6c4bed17-3ac8-44bc-b3c3-8e571af16c00,USER_509,159.61,,ME2ME,USER_125,41.22368195082567,69.28534564981246,168.32.151.159,7f037f31,2026-04-05 05:47:57.748778,0,Normal
004f88af-2b07-4d14-a58b-56dcc8e77eef,USER_034,2599.84,5732,,,41.37985416273539,69.16991380983954,200.184.138.215,71e3f139,2026-04-05 05:51:57.748778,0,Normal
5352aa08-cf1b-4202-b62a-03e8550ef024,USER_563,9.5,5814,,,41.362793228925774,69.2282623110756,63.199.113.71,daa11c96,2026-04-05 05:57:57.748778,0,Normal
3e1d588d-01f9-46e5-842a-d34e041020ee,USER_193,484.83,4511,,,41.23568766671779,69.16751193744415,150.222.94.100,e36a3ccf,2026-04-05 06:05:57.748778,0,Normal
de20a9eb-d539-4c0a-8cac-69d2e24b97d9,USER_270,1301.98,5732,,,41.29502108136475,69.2645883190376,34.156.79.221,ade439f6,2026-04-05 06:06:57.748778,0,Normal
1db4238e-7c62-46b1-931a-7ac0c67fdd30,USER_299,6.98,5814,,,41.39214685547399,69.2815694236297,46.173.75.229,4dc1c014,2026-04-05 06:09:57.748778,0,Normal
7e10fe9a-94d4-434b-a9c1-b61d5a597b9b,USER_532,128.86,5732,,,41.28503942239013,69.24497696275144,76.236.213.69,a474f03e,2026-04-05 06:10:57.748778,0,Normal
bb583206-1969-4464-b2cf-3c31142109f4,USER_078,4.96,5814,,,41.31907082732128,69.20466615573136,114.163.99.199,966b0749,2026-04-05 06:13:57.748778,0,Normal
18de9d8e-33dd-496d-8b76-b5920e3ec373,USER_568,14.5,5411,,,41.285751208075816,69.25754647365291,179.38.82.91,2b988623,2026-04-05 06:15:57.748778,0,Normal
e562d45c-2391-4b38-9b36-fbd0ea04c993,USER_167,14172.1,5732,,,41.336038407959975,69.2383144771046,188.203.37.48,d3b9d504,2026-04-05 06:17:57.748778,0,Normal
51bd53ee-e10e-460d-84e7-39e3a281d0d7,USER_270,7.72,5814,,,41.298430922443856,69.3198992126402,34.156.79.221,ade439f6,2026-04-05 06:24:57.748778,0,Normal
a4d7a485-9e80-4448-ba57-c7656ab45874,USER_482,19.08,5411,,,41.27837844127083,69.33494906838155,197.4.87.174,79b1f69e,2026-04-05 06:24:57.748778,0,Normal
d412b758-89e3-4afe-9794-38d4af0d06ff,USER_106,64.69,,FAMILY,USER_486,41.33129695728274,69.20516273428474,247.157.161.157,34f2b7c1,2026-04-05 06:32:57.748778,0,Normal
74b8192b-0b76-4d1d-ad2a-94b04ca2a659,USER_499,185.48,,ME2ME,USER_456,41.34126525093386,69.3187313853868,9.175.134.189,a5d088af,2026-04-05 06:32:57.748778,0,Normal
7e518516-b665-4b43-a5a0-f38194491d50,USER_270,29.89,5411,,,41.27378849671487,69.2903129422276,34.156.79.221,d5dfc190,2026-04-05 06:34:57.748778,0,Normal
b303a4ba-bcb4-45f6-b4e9-7769ec29afb8,USER_130,2598.98,5732,,,41.32247324839285,69.17965459594438,220.229.121.232,1f95de38,2026-04-05 06:35:57.748778,0,Normal
e2c6f15a-4ded-4006-896d-5899852d5dc1,USER_532,14.9,5814,,,41.31730605765958,69.24329317984034,76.236.213.69,d178a31b,2026-04-05 06:37:57.748778,0,Normal
02fc8751-59e4-49e5-a6a1-c244eabfa91b,USER_277,55.80608864757681,5814,,,44.92362208477087,71.37846522635002,207.253.1.71,20b8c528,2026-04-05 06:38:57.748778,0,Normal
de586aac-4efa-416a-b128-80c0458bd4d3,USER_262,16.43,5814,,,41.287551811450825,69.24781731946798,108.13.78.52,62d25a30,2026-04-05 06:50:57.748778,0,Normal
8e9f1f80-7ac7-4a5c-8ac5-30573c5e6ccb,USER_334,6.96,5411,,,41.25651999717221,69.2960204006682,143.163.36.148,5a45f2dd,2026-04-05 06:53:57.748778,0,Normal
52cbb9ea-c3b9-4b06-b02c-2dda1c956c67,USER_022,111.97,4511,,,41.27550234950019,69.32698140286793,10.47.198.180,3791e140,2026-04-05 06:53:57.748778,0,Normal
bce2fdf5-9d68-4218-97f9-1b7fc83116f3,USER_227,397.78,4511,,,41.2658392157966,69.23842220674575,214.67.65.2,790b291f,2026-04-05 06:53:57.748778,0,Normal
bf8e7e7d-4734-4f7d-ac80-420b0ebd4dce,USER_134,20.42,,ME2ME,USER_142,41.31342374343261,69.30552886985343,12.106.79.146,7a44242f,2026-04-05 06:59:57.748778,0,Normal
9fb9767b-3999-43cb-8003-bceac716a4b9,USER_240,33.66,,DEBT_PAYOFF,USER_187,41.33885315558444,69.34008578697944,134.216.74.157,0e8521a2,2026-04-05 07:12:57.748778,0,Normal
cb0b5894-f14b-4b08-adf9-66b0873e614f,USER_114,375.27,4511,,,41.362861302368565,69.2678224018161,77.13.234.1,23e3c7ec,2026-04-05 07:15:57.748778,0,Normal
5c1ea261-b1a9-458a-ba4f-46bad307917f,USER_134,10358.39,5732,,,41.32894600108505,69.32054918912836,12.106.79.146,7853a78c,2026-04-05 07:16:57.748778,0,Normal
ad22c12c-73b7-4f10-bf17-00f190bff471,USER_069,31.84,5411,,,41.33567115026321,69.26810649850584,7.244.77.179,4e6e936b,2026-04-05 07:25:57.748778,0,Normal
a970613c-c8eb-45c5-84ad-0764681ad7ba,USER_482,157.2,5732,,,41.29480697631765,69.2811695033412,197.4.87.174,79b1f69e,2026-04-05 07:25:57.748778,0,Normal
9309a22f-bc6b-4b5d-ab01-a3d75dc7780d,USER_532,66.0,,ME2ME,USER_351,41.31986438224647,69.25894607403934,76.236.213.69,d178a31b,2026-04-05 07:26:57.748778,0,Normal
4b3e4b36-963f-49ab-a440-ea8d7aa5aba7,USER_560,86.25,,DEBT_PAYOFF,USER_122,41.30203207283543,69.24565812827434,171.44.253.1,dab2f50a,2026-04-05 07:31:57.748778,0,Normal
fb469085-d1db-433f-aed8-78cfe0ec048e,USER_275,3.69,5814,,,41.32611096546536,69.28907264360306,156.228.187.209,89079a52,2026-04-05 07:32:57.748778,0,Normal
b61d9e37-42a0-4449-9027-a6b2be7eee94,USER_087,335.74,5732,,,41.32530033262818,69.20776372415413,44.25.102.48,9ec45a1d,2026-04-05 07:36:57.748778,0,Normal
40c4f60c-20bb-4530-b15b-1246886876fd,USER_110,21.22,5411,,,41.31153712270878,69.20308534668499,245.227.19.152,7c1eb45a,2026-04-05 07:36:57.748778,0,Normal
e2d3cdb7-8a21-4bce-ade9-e26ee67ccbff,USER_075,5.55,5814,,,41.27411004593717,69.18030821780195,146.154.173.126,0fa4e6d9,2026-04-05 07:38:57.748778,0,Normal
dffa59f5-cb0d-4957-83b5-39504c35ede3,USER_036,2305.88,5732,,,41.27609140155601,69.29032859222696,28.99.232.103,618aaf9d,2026-04-05 07:41:57.748778,0,Normal
129de2a2-d470-424f-b59d-52e20378a877,USER_193,19.55,5411,,,41.24008225969344,69.16977451656423,150.222.94.100,e36a3ccf,2026-04-05 07:44:57.748778,0,Normal
f7bc7010-f450-4e89-b3c2-f5c53bcbf993,USER_101,245.74,5732,,,41.248874415804444,69.24540865732786,9.166.69.76,e09d27bd,2026-04-05 07:45:57.748778,0,Normal
a54bca21-ef2e-4b78-9896-832276fbdada,USER_183,18.64,5411,,,41.28576129182198,69.23782916950884,77.249.49.59,fd3bdc47,2026-04-05 07:49:57.748778,0,Normal
545edaa1-1a61-4167-a860-c728f3d41664,USER_307,6.26,5814,,,41.3395879124841,69.14573135513369,77.239.186.254,2c581a0b,2026-04-05 07:49:57.748778,0,Normal
43874ee1-d033-45a7-a6cf-0d1af5714d8b,USER_277,4791.28,5732,,,41.388600848589974,69.24309808560514,207.253.1.71,20b8c528,2026-04-05 07:53:57.748778,0,Normal
5d6d207d-a938-4451-833b-91d023aad956,USER_192,7.05,,ME2ME,USER_088,41.345921215011224,69.11867049372412,30.131.110.194,c03a3c6c,2026-04-05 07:54:57.748778,0,Normal
212e79f1-a2d5-4d31-83da-e9412bb261c5,USER_184,894.24,5732,,,41.349083664762595,69.1853146108173,32.128.216.209,e707a0c0,2026-04-05 07:54:57.748778,0,Normal
4e260541-ff17-4f7c-971c-579f9d46506f,USER_282,490.0,4511,,,41.269096447880365,69.26341555354446,191.188.253.85,ae7a2211,2026-04-05 07:56:57.748778,0,Normal
5e978f9c-91f5-49e4-bd89-e36bf5cff51f,USER_374,88.45,,PURCHASE,USER_377,41.333390287282825,69.26915543570433,148.36.35.76,594ebfe4,2026-04-05 07:57:57.748778,0,Normal
eaecc296-5b0f-4d4e-bcbd-6d15372b4ffd,USER_403,261.62,5732,,,41.2990932841181,69.24188750289338,47.195.27.17,a05b59d1,2026-04-05 07:57:57.748778,0,Normal
49091948-388e-43c0-a4c4-9ed0f8044c5a,USER_550,17.57,5411,,,41.28857156301576,69.2683088299151,37.255.140.231,2f9f5a55,2026-04-05 07:58:57.748778,0,Normal
5def14e9-893f-4c97-a2ed-7c60c397c1c8,USER_509,74.33,4511,,,41.22628777606117,69.2827368291078,168.32.151.159,7f037f31,2026-04-05 08:02:57.748778,0,Normal
748c8e44-7b98-4f8a-acc4-38a885ad8041,USER_026,486.87,4511,,,41.3650629999319,69.24881703292154,87.189.240.112,65d52945,2026-04-05 08:03:57.748778,0,Normal
6fce6a58-5915-4425-bf7a-7a9c5a049f9c,USER_358,76.23,,FAMILY,USER_579,41.26318462108119,69.21554827432877,158.193.211.203,0e50ea09,2026-04-05 08:03:57.748778,0,Normal
4c36c557-d77e-47aa-8dfc-559b362d4a14,USER_013,2.92,5814,,,41.35691735823342,69.15393036668235,71.28.108.169,8294d0e2,2026-04-05 08:05:57.748778,0,Normal
47cab4f0-b0bb-4d33-9f61-ae5dc03c4888,USER_374,256.18,4511,,,41.32850285676614,69.25128745987918,148.36.35.76,594ebfe4,2026-04-05 08:05:57.748778,0,Normal
e311633c-2547-473c-b670-5ad412cbc9b9,USER_008,16.53,5814,,,41.21878256011273,69.2100252917693,174.207.152.29,dd549bf1,2026-04-05 08:11:57.748778,0,Normal
199e549b-0e7e-475c-8a61-9796202de8f3,USER_083,45.59,,ME2ME,USER_533,41.293497508793266,69.20286327373698,232.45.81.106,0674f5bc,2026-04-05 08:12:57.748778,0,Normal
07e5ded3-1284-433e-8266-c531161d289f,USER_396,1339.22,4511,,,41.267248024789474,69.1970454726328,69.37.149.133,c33c42a6,2026-04-05 08:17:57.748778,0,Normal
801c5616-addd-48bd-9e8c-bf17230f598b,USER_229,6.22,5814,,,44.33670642785884,71.89176039382599,184.85.40.236,f875161c,2026-04-05 08:22:57.748778,0,Normal
e4205032-4677-4032-a263-9f60239f4bd0,USER_312,212.47,4511,,,41.32912861700728,69.31682545859391,250.87.123.227,7b5eb580,2026-04-05 08:24:57.748778,0,Normal
8b4e2c4b-7cea-4a5a-8f6b-0d9e6d95e7be,USER_227,98.93,4511,,,41.258922530337486,69.26236353778978,214.67.65.2,ea30e71a,2026-04-05 08:24:57.748778,0,Normal
dfa2ca4e-fdec-474c-a2e3-2180993ecb12,USER_403,38.8,,ME2ME,USER_105,41.33912559243861,69.25869283961963,47.195.27.17,a05b59d1,2026-04-05 08:25:57.748778,0,Normal
3956412e-a044-4146-bf25-4d753de23a40,USER_059,28.01,,ME2ME,USER_267,41.30275092571443,69.2673959061907,191.239.254.94,0751af40,2026-04-05 08:25:57.748778,0,Normal
64d89e7f-1621-42f5-926c-4b6703353d43,USER_062,3503.31,5732,,,41.242461890672196,69.31048191516642,89.207.216.225,3990fa3d,2026-04-05 08:27:57.748778,0,Normal
cd253989-01c4-46cc-8584-0b7c51c30f60,USER_263,24.18,5411,,,41.34770906922678,69.29628565750328,205.245.116.13,53929413,2026-04-05 08:29:57.748778,0,Normal
c8a17df0-1b19-4468-bebc-4ee10a7a8b46,USER_102,522.4,4511,,,41.383389951238115,69.18800741355646,249.241.74.85,6d159760,2026-04-05 08:29:57.748778,0,Normal
8993f3e6-a855-4ff8-8805-d4e905dc0138,USER_587,211.97,,FAMILY,USER_072,41.296287017337086,69.21640082971548,212.131.47.105,3830f6d8,2026-04-05 08:30:57.748778,0,Normal
630bd1a1-c7be-430f-843e-9ac584bbe288,USER_076,477.48,4511,,,41.30967267076749,69.2026334707446,119.72.85.121,bf145c8f,2026-04-05 08:41:57.748778,0,Normal
4b6e0eb0-d424-4369-90fb-f7c472270dd3,USER_438,8.78,5814,,,41.22481801006023,69.2186224367897,130.227.233.107,7556d0ff,2026-04-05 08:44:57.748778,0,Normal
6df2f69e-010e-4dcd-adb1-ea4a1c41454f,USER_515,13.42,5411,,,41.417084761767455,69.17826398397807,34.175.191.251,9fb17849,2026-04-05 08:48:57.748778,0,Normal
9d361a67-6b47-4472-a05e-7adc8b96f8b1,USER_476,146.89,5732,,,41.31964808762449,69.27304322034581,55.14.47.22,b312a253,2026-04-05 08:49:57.748778,0,Normal
ea444401-7447-4ea0-ab39-21c609db2e5c,USER_183,4.0,5814,,,41.290948062469944,69.2676740593768,77.249.49.59,fd3bdc47,2026-04-05 08:58:57.748778,0,Normal
55b88f16-3729-4eb6-b2d3-3831451e0a42,USER_175,17.78,5411,,,41.334413363441875,69.17703890796466,48.208.19.245,52f020b4,2026-04-05 09:09:57.748778,0,Normal
